,ID,Pred
180,"['2015', '3110', '3401']",0.0
181,"['2015', '3110', '3408']",0.0
182,"['2015', '3110', '3443']",0.0
183,"['2015', '3110', '3449']",0.0
184,"['2015', '3110', '3453']",0.0
185,"['2015', '3110', '3455']",0.0
186,"['2015', '3113', '3114']",1.0
187,"['2015', '3113', '3116']",1.0
188,"['2015', '3113', '3124']",0.0
189,"['2015', '3113', '3129']",0.0
190,"['2015', '3113', '3140']",1.0
191,"['2015', '3113', '3143']",0.58
192,"['2015', '3113', '3151']",0.0
193,"['2015', '3113', '3163']",0.3333333333333333
194,"['2015', '3113', '3169']",1.0
195,"['2015', '3113', '3173']",0.5
196,"['2015', '3113', '3177']",0.5
197,"['2015', '3113', '3181']",0.0
198,"['2015', '3113', '3195']",0.0
199,"['2015', '3113', '3199']",0.4
200,"['2015', '3113', '3203']",0.0
201,"['2015', '3113', '3211']",1.0
202,"['2015', '3113', '3234']",1.0
203,"['2015', '3113', '3235']",0.0
204,"['2015', '3113', '3241']",0.0
205,"['2015', '3113', '3246']",0.5
206,"['2015', '3113', '3251']",0.0
207,"['2015', '3113', '3257']",0.5
208,"['2015', '3113', '3261']",0.0
209,"['2015', '3113', '3268']",0.0
210,"['2015', '3113', '3274']",1.0
211,"['2015', '3113', '3278']",0.0
212,"['2015', '3113', '3280']",0.3333333333333333
213,"['2015', '3113', '3285']",0.0
214,"['2015', '3113', '3304']",0.6666666666666666
215,"['2015', '3113', '3308']",1.0
216,"['2015', '3113', '3314']",0.2
217,"['2015', '3113', '3321']",1.0
218,"['2015', '3113', '3322']",0.0
219,"['2015', '3113', '3323']",0.3333333333333333
220,"['2015', '3113', '3325']",1.0
221,"['2015', '3113', '3326']",0.0
222,"['2015', '3113', '3328']",0.3333333333333333
223,"['2015', '3113', '3329']",0.0
224,"['2015', '3113', '3333']",0.6888888888888889
225,"['2015', '3113', '3338']",0.0
226,"['2015', '3113', '3343']",0.0
227,"['2015', '3113', '3346']",0.0
228,"['2015', '3113', '3353']",0.25
229,"['2015', '3113', '3355']",1.0
230,"['2015', '3113', '3366']",0.0
231,"['2015', '3113', '3371']",1.0
232,"['2015', '3113', '3376']",0.3333333333333333
233,"['2015', '3113', '3378']",1.0
234,"['2015', '3113', '3383']",0.0
235,"['2015', '3113', '3390']",0.1836734693877551
236,"['2015', '3113', '3393']",1.0
237,"['2015', '3113', '3397']",0.0
238,"['2015', '3113', '3398']",0.0
239,"['2015', '3113', '3400']",0.0
240,"['2015', '3113', '3401']",0.5
241,"['2015', '3113', '3408']",1.0
242,"['2015', '3113', '3443']",1.0
243,"['2015', '3113', '3449']",0.6666666666666666
244,"['2015', '3113', '3453']",0.0
245,"['2015', '3113', '3455']",0.0
246,"['2015', '3114', '3116']",0.0
247,"['2015', '3114', '3124']",0.0
248,"['2015', '3114', '3129']",0.0
249,"['2015', '3114', '3140']",0.0
250,"['2015', '3114', '3143']",0.0
251,"['2015', '3114', '3151']",0.0
252,"['2015', '3114', '3163']",0.0
253,"['2015', '3114', '3169']",0.0
254,"['2015', '3114', '3173']",0.0
255,"['2015', '3114', '3177']",0.0
256,"['2015', '3114', '3181']",0.0
257,"['2015', '3114', '3195']",0.0
258,"['2015', '3114', '3199']",0.0
259,"['2015', '3114', '3203']",0.0
260,"['2015', '3114', '3211']",0.0
261,"['2015', '3114', '3234']",0.0
262,"['2015', '3114', '3235']",0.0
263,"['2015', '3114', '3241']",0.0
264,"['2015', '3114', '3246']",0.0
265,"['2015', '3114', '3251']",0.0
266,"['2015', '3114', '3257']",0.0
267,"['2015', '3114', '3261']",0.14285714285714285
268,"['2015', '3114', '3268']",0.0
269,"['2015', '3114', '3274']",0.0
270,"['2015', '3114', '3278']",0.0
271,"['2015', '3114', '3280']",0.0
272,"['2015', '3114', '3285']",0.0
273,"['2015', '3114', '3304']",0.0
274,"['2015', '3114', '3308']",0.4
275,"['2015', '3114', '3314']",0.0
276,"['2015', '3114', '3321']",0.0
277,"['2015', '3114', '3322']",0.0
278,"['2015', '3114', '3323']",0.0
279,"['2015', '3114', '3325']",0.0
280,"['2015', '3114', '3326']",0.0
281,"['2015', '3114', '3328']",0.2857142857142857
282,"['2015', '3114', '3329']",0.5
283,"['2015', '3114', '3333']",0.0
284,"['2015', '3114', '3338']",0.0
285,"['2015', '3114', '3343']",0.0
286,"['2015', '3114', '3346']",0.0
287,"['2015', '3114', '3353']",0.0
288,"['2015', '3114', '3355']",0.25
289,"['2015', '3114', '3366']",0.0
290,"['2015', '3114', '3371']",0.0
291,"['2015', '3114', '3376']",0.0
292,"['2015', '3114', '3378']",0.5
293,"['2015', '3114', '3383']",0.0
294,"['2015', '3114', '3390']",0.0
295,"['2015', '3114', '3393']",0.0
296,"['2015', '3114', '3397']",0.0
297,"['2015', '3114', '3398']",1.0
298,"['2015', '3114', '3400']",0.0
299,"['2015', '3114', '3401']",0.16666666666666666
300,"['2015', '3114', '3408']",0.0
301,"['2015', '3114', '3443']",0.22580645161290322
302,"['2015', '3114', '3449']",0.0
303,"['2015', '3114', '3453']",0.0
304,"['2015', '3114', '3455']",0.0
305,"['2015', '3116', '3124']",0.75
306,"['2015', '3116', '3129']",0.0
307,"['2015', '3116', '3140']",1.0
308,"['2015', '3116', '3143']",0.0
309,"['2015', '3116', '3151']",0.0
310,"['2015', '3116', '3163']",0.0
311,"['2015', '3116', '3169']",0.0
312,"['2015', '3116', '3173']",1.0
313,"['2015', '3116', '3177']",0.0
314,"['2015', '3116', '3181']",0.3333333333333333
315,"['2015', '3116', '3195']",0.0
316,"['2015', '3116', '3199']",1.0
317,"['2015', '3116', '3203']",0.0
318,"['2015', '3116', '3211']",0.0
319,"['2015', '3116', '3234']",1.0
320,"['2015', '3116', '3235']",0.0
321,"['2015', '3116', '3241']",0.0
322,"['2015', '3116', '3246']",0.3103448275862069
323,"['2015', '3116', '3251']",0.0
324,"['2015', '3116', '3257']",1.0
325,"['2015', '3116', '3261']",0.2926829268292683
326,"['2015', '3116', '3268']",0.0
327,"['2015', '3116', '3274']",0.0
328,"['2015', '3116', '3278']",0.0
329,"['2015', '3116', '3280']",0.4117647058823529
330,"['2015', '3116', '3285']",1.0
331,"['2015', '3116', '3304']",0.5
332,"['2015', '3116', '3308']",1.0
333,"['2015', '3116', '3314']",0.0
334,"['2015', '3116', '3321']",0.6666666666666666
335,"['2015', '3116', '3322']",1.0
336,"['2015', '3116', '3323']",0.0
337,"['2015', '3116', '3325']",0.0
338,"['2015', '3116', '3326']",0.0
339,"['2015', '3116', '3328']",0.5
340,"['2015', '3116', '3329']",0.75
341,"['2015', '3116', '3333']",0.3333333333333333
342,"['2015', '3116', '3338']",0.0
343,"['2015', '3116', '3343']",1.0
344,"['2015', '3116', '3346']",0.0
345,"['2015', '3116', '3353']",0.0
346,"['2015', '3116', '3355']",0.0
347,"['2015', '3116', '3366']",1.0
348,"['2015', '3116', '3371']",0.0
349,"['2015', '3116', '3376']",0.375
350,"['2015', '3116', '3378']",1.0
351,"['2015', '3116', '3383']",0.0
352,"['2015', '3116', '3390']",1.0
353,"['2015', '3116', '3393']",0.0
354,"['2015', '3116', '3397']",0.13793103448275862
355,"['2015', '3116', '3398']",1.0
356,"['2015', '3116', '3400']",0.0
357,"['2015', '3116', '3401']",0.23076923076923078
358,"['2015', '3116', '3408']",0.0
359,"['2015', '3116', '3443']",0.8
360,"['2015', '3116', '3449']",0.0
361,"['2015', '3116', '3453']",0.0
362,"['2015', '3116', '3455']",1.0
363,"['2015', '3124', '3129']",0.0
364,"['2015', '3124', '3140']",1.0
365,"['2015', '3124', '3143']",1.0
366,"['2015', '3124', '3151']",1.0
367,"['2015', '3124', '3163']",0.5
368,"['2015', '3124', '3169']",0.0
369,"['2015', '3124', '3173']",0.0
370,"['2015', '3124', '3177']",1.0
371,"['2015', '3124', '3181']",1.0
372,"['2015', '3124', '3195']",0.0
373,"['2015', '3124', '3199']",1.0
374,"['2015', '3124', '3203']",0.0
375,"['2015', '3124', '3211']",1.0
376,"['2015', '3124', '3234']",1.0
377,"['2015', '3124', '3235']",0.8108108108108109
378,"['2015', '3124', '3241']",1.0
379,"['2015', '3124', '3246']",0.6
380,"['2015', '3124', '3251']",1.0
381,"['2015', '3124', '3257']",0.3333333333333333
382,"['2015', '3124', '3261']",0.5
383,"['2015', '3124', '3268']",0.0
384,"['2015', '3124', '3274']",1.0
385,"['2015', '3124', '3278']",1.0
386,"['2015', '3124', '3280']",0.6666666666666666
387,"['2015', '3124', '3285']",0.0
388,"['2015', '3124', '3304']",0.6666666666666666
389,"['2015', '3124', '3308']",0.0
390,"['2015', '3124', '3314']",1.0
391,"['2015', '3124', '3321']",0.0
392,"['2015', '3124', '3322']",1.0
393,"['2015', '3124', '3323']",0.7142857142857143
394,"['2015', '3124', '3325']",0.0
395,"['2015', '3124', '3326']",1.0
396,"['2015', '3124', '3328']",0.5686274509803921
397,"['2015', '3124', '3329']",0.7959183673469388
398,"['2015', '3124', '3333']",0.0
399,"['2015', '3124', '3338']",0.0
400,"['2015', '3124', '3343']",1.0
401,"['2015', '3124', '3346']",0.0
402,"['2015', '3124', '3353']",0.0
403,"['2015', '3124', '3355']",1.0
404,"['2015', '3124', '3366']",1.0
405,"['2015', '3124', '3371']",0.0
406,"['2015', '3124', '3376']",0.6666666666666666
407,"['2015', '3124', '3378']",1.0
408,"['2015', '3124', '3383']",0.0
409,"['2015', '3124', '3390']",0.5
410,"['2015', '3124', '3393']",1.0
411,"['2015', '3124', '3397']",0.75
412,"['2015', '3124', '3398']",0.0
413,"['2015', '3124', '3400']",0.7058823529411765
414,"['2015', '3124', '3401']",0.8055555555555556
415,"['2015', '3124', '3408']",0.0
416,"['2015', '3124', '3443']",1.0
417,"['2015', '3124', '3449']",1.0
418,"['2015', '3124', '3453']",1.0
419,"['2015', '3124', '3455']",0.0
420,"['2015', '3129', '3140']",0.4
421,"['2015', '3129', '3143']",0.0
422,"['2015', '3129', '3151']",0.0
423,"['2015', '3129', '3163']",0.0
424,"['2015', '3129', '3169']",1.0
425,"['2015', '3129', '3173']",0.0
426,"['2015', '3129', '3177']",0.0
427,"['2015', '3129', '3181']",0.0
428,"['2015', '3129', '3195']",0.0
429,"['2015', '3129', '3199']",0.0
430,"['2015', '3129', '3203']",0.0
431,"['2015', '3129', '3211']",0.5
432,"['2015', '3129', '3234']",0.0
433,"['2015', '3129', '3235']",0.0
434,"['2015', '3129', '3241']",0.0
435,"['2015', '3129', '3246']",0.0
436,"['2015', '3129', '3251']",0.0
437,"['2015', '3129', '3257']",0.0
438,"['2015', '3129', '3261']",0.0
439,"['2015', '3129', '3268']",0.0
440,"['2015', '3129', '3274']",0.0
441,"['2015', '3129', '3278']",0.0
442,"['2015', '3129', '3280']",0.0
443,"['2015', '3129', '3285']",0.3333333333333333
444,"['2015', '3129', '3304']",0.0
445,"['2015', '3129', '3308']",0.56
446,"['2015', '3129', '3314']",0.0
447,"['2015', '3129', '3321']",0.0
448,"['2015', '3129', '3322']",0.0
449,"['2015', '3129', '3323']",0.0
450,"['2015', '3129', '3325']",0.0
451,"['2015', '3129', '3326']",0.0
452,"['2015', '3129', '3328']",0.0
453,"['2015', '3129', '3329']",0.0
454,"['2015', '3129', '3333']",0.0
455,"['2015', '3129', '3338']",0.0
456,"['2015', '3129', '3343']",0.0
457,"['2015', '3129', '3346']",0.0
458,"['2015', '3129', '3353']",0.0
459,"['2015', '3129', '3355']",0.0
460,"['2015', '3129', '3366']",0.0
461,"['2015', '3129', '3371']",0.0
462,"['2015', '3129', '3376']",0.0
463,"['2015', '3129', '3378']",0.0
464,"['2015', '3129', '3383']",0.0
465,"['2015', '3129', '3390']",0.0
466,"['2015', '3129', '3393']",0.0
467,"['2015', '3129', '3397']",0.0
468,"['2015', '3129', '3398']",0.0
469,"['2015', '3129', '3400']",0.0
470,"['2015', '3129', '3401']",0.0
471,"['2015', '3129', '3408']",0.0
472,"['2015', '3129', '3443']",0.0
473,"['2015', '3129', '3449']",0.2727272727272727
474,"['2015', '3129', '3453']",0.0
475,"['2015', '3129', '3455']",0.0
476,"['2015', '3140', '3143']",0.0
477,"['2015', '3140', '3151']",0.0
478,"['2015', '3140', '3163']",0.0
479,"['2015', '3140', '3169']",0.75
480,"['2015', '3140', '3173']",0.0
481,"['2015', '3140', '3177']",0.0
482,"['2015', '3140', '3181']",0.0
483,"['2015', '3140', '3195']",0.0
484,"['2015', '3140', '3199']",0.0
485,"['2015', '3140', '3203']",0.5
486,"['2015', '3140', '3211']",0.4230769230769231
487,"['2015', '3140', '3234']",1.0
488,"['2015', '3140', '3235']",1.0
489,"['2015', '3140', '3241']",0.0
490,"['2015', '3140', '3246']",0.0
491,"['2015', '3140', '3251']",0.0
492,"['2015', '3140', '3257']",0.0
493,"['2015', '3140', '3261']",0.0
494,"['2015', '3140', '3268']",0.0
495,"['2015', '3140', '3274']",0.0
496,"['2015', '3140', '3278']",0.0
497,"['2015', '3140', '3280']",0.0
498,"['2015', '3140', '3285']",0.5
499,"['2015', '3140', '3304']",0.6666666666666666
500,"['2015', '3140', '3308']",0.5
501,"['2015', '3140', '3314']",0.0
502,"['2015', '3140', '3321']",0.0
503,"['2015', '3140', '3322']",0.0
504,"['2015', '3140', '3323']",0.0
505,"['2015', '3140', '3325']",0.0
506,"['2015', '3140', '3326']",0.0
507,"['2015', '3140', '3328']",0.0
508,"['2015', '3140', '3329']",0.0
509,"['2015', '3140', '3333']",0.0
510,"['2015', '3140', '3338']",0.0
511,"['2015', '3140', '3343']",0.0
512,"['2015', '3140', '3346']",0.0
513,"['2015', '3140', '3353']",0.0
514,"['2015', '3140', '3355']",0.5
515,"['2015', '3140', '3366']",0.0
516,"['2015', '3140', '3371']",1.0
517,"['2015', '3140', '3376']",0.0
518,"['2015', '3140', '3378']",0.0
519,"['2015', '3140', '3383']",0.0
520,"['2015', '3140', '3390']",0.5
521,"['2015', '3140', '3393']",1.0
522,"['2015', '3140', '3397']",0.0
523,"['2015', '3140', '3398']",0.0
524,"['2015', '3140', '3400']",0.5
525,"['2015', '3140', '3401']",1.0
526,"['2015', '3140', '3408']",0.0
527,"['2015', '3140', '3443']",0.0
528,"['2015', '3140', '3449']",0.5
529,"['2015', '3140', '3453']",0.0
530,"['2015', '3140', '3455']",0.0
531,"['2015', '3143', '3151']",0.0
532,"['2015', '3143', '3163']",0.0
533,"['2015', '3143', '3169']",1.0
534,"['2015', '3143', '3173']",0.0
535,"['2015', '3143', '3177']",0.0
536,"['2015', '3143', '3181']",0.0
537,"['2015', '3143', '3195']",0.0
538,"['2015', '3143', '3199']",0.0
539,"['2015', '3143', '3203']",0.3333333333333333
540,"['2015', '3143', '3211']",0.0
541,"['2015', '3143', '3234']",1.0
542,"['2015', '3143', '3235']",0.0
543,"['2015', '3143', '3241']",0.0
544,"['2015', '3143', '3246']",0.5
545,"['2015', '3143', '3251']",1.0
546,"['2015', '3143', '3257']",0.3333333333333333
547,"['2015', '3143', '3261']",1.0
548,"['2015', '3143', '3268']",0.0
549,"['2015', '3143', '3274']",0.0
550,"['2015', '3143', '3278']",0.0
551,"['2015', '3143', '3280']",0.0
552,"['2015', '3143', '3285']",0.0
553,"['2015', '3143', '3304']",1.0
554,"['2015', '3143', '3308']",0.0
555,"['2015', '3143', '3314']",0.5
556,"['2015', '3143', '3321']",1.0
557,"['2015', '3143', '3322']",0.0
558,"['2015', '3143', '3323']",0.0
559,"['2015', '3143', '3325']",0.0
560,"['2015', '3143', '3326']",0.0
561,"['2015', '3143', '3328']",0.5
562,"['2015', '3143', '3329']",0.0
563,"['2015', '3143', '3333']",0.5581395348837209
564,"['2015', '3143', '3338']",1.0
565,"['2015', '3143', '3343']",1.0
566,"['2015', '3143', '3346']",0.0
567,"['2015', '3143', '3353']",0.3333333333333333
568,"['2015', '3143', '3355']",0.0
569,"['2015', '3143', '3366']",0.0
570,"['2015', '3143', '3371']",0.0
571,"['2015', '3143', '3376']",0.0
572,"['2015', '3143', '3378']",1.0
573,"['2015', '3143', '3383']",0.0
574,"['2015', '3143', '3390']",0.12962962962962962
575,"['2015', '3143', '3393']",1.0
576,"['2015', '3143', '3397']",0.0
577,"['2015', '3143', '3398']",0.0
578,"['2015', '3143', '3400']",0.0
579,"['2015', '3143', '3401']",0.0
580,"['2015', '3143', '3408']",1.0
581,"['2015', '3143', '3443']",0.0
582,"['2015', '3143', '3449']",0.5
583,"['2015', '3143', '3453']",0.0
584,"['2015', '3143', '3455']",1.0
585,"['2015', '3151', '3163']",0.0
586,"['2015', '3151', '3169']",1.0
587,"['2015', '3151', '3173']",0.0
588,"['2015', '3151', '3177']",0.0
589,"['2015', '3151', '3181']",0.0
590,"['2015', '3151', '3195']",0.5
591,"['2015', '3151', '3199']",1.0
592,"['2015', '3151', '3203']",0.0
593,"['2015', '3151', '3211']",1.0
594,"['2015', '3151', '3234']",0.0
595,"['2015', '3151', '3235']",0.0
596,"['2015', '3151', '3241']",0.0
597,"['2015', '3151', '3246']",0.0
598,"['2015', '3151', '3251']",1.0
599,"['2015', '3151', '3257']",0.2857142857142857
600,"['2015', '3151', '3261']",0.0
601,"['2015', '3151', '3268']",0.0
602,"['2015', '3151', '3274']",0.0
603,"['2015', '3151', '3278']",0.0
604,"['2015', '3151', '3280']",0.0
605,"['2015', '3151', '3285']",0.0
606,"['2015', '3151', '3304']",0.0
607,"['2015', '3151', '3308']",0.0
608,"['2015', '3151', '3314']",0.0
609,"['2015', '3151', '3321']",1.0
610,"['2015', '3151', '3322']",1.0
611,"['2015', '3151', '3323']",0.0
612,"['2015', '3151', '3325']",0.0
613,"['2015', '3151', '3326']",0.0
614,"['2015', '3151', '3328']",0.0
615,"['2015', '3151', '3329']",0.0
616,"['2015', '3151', '3333']",0.0
617,"['2015', '3151', '3338']",0.0
618,"['2015', '3151', '3343']",0.0
619,"['2015', '3151', '3346']",0.0
620,"['2015', '3151', '3353']",1.0
621,"['2015', '3151', '3355']",0.0
622,"['2015', '3151', '3366']",0.0
623,"['2015', '3151', '3371']",0.0
624,"['2015', '3151', '3376']",0.0
625,"['2015', '3151', '3378']",0.0
626,"['2015', '3151', '3383']",0.0
627,"['2015', '3151', '3390']",0.5
628,"['2015', '3151', '3393']",0.0
629,"['2015', '3151', '3397']",0.15384615384615385
630,"['2015', '3151', '3398']",0.6666666666666666
631,"['2015', '3151', '3400']",0.0
632,"['2015', '3151', '3401']",0.0
633,"['2015', '3151', '3408']",0.0
634,"['2015', '3151', '3443']",0.0
635,"['2015', '3151', '3449']",0.0
636,"['2015', '3151', '3453']",0.0
637,"['2015', '3151', '3455']",0.0
638,"['2015', '3163', '3169']",1.0
639,"['2015', '3163', '3173']",1.0
640,"['2015', '3163', '3177']",1.0
641,"['2015', '3163', '3181']",0.8461538461538461
642,"['2015', '3163', '3195']",0.0
643,"['2015', '3163', '3199']",1.0
644,"['2015', '3163', '3203']",1.0
645,"['2015', '3163', '3211']",0.0
646,"['2015', '3163', '3234']",1.0
647,"['2015', '3163', '3235']",0.5
648,"['2015', '3163', '3241']",0.0
649,"['2015', '3163', '3246']",1.0
650,"['2015', '3163', '3251']",0.0
651,"['2015', '3163', '3257']",0.9473684210526315
652,"['2015', '3163', '3261']",0.8888888888888888
653,"['2015', '3163', '3268']",1.0
654,"['2015', '3163', '3274']",1.0
655,"['2015', '3163', '3278']",1.0
656,"['2015', '3163', '3280']",0.5
657,"['2015', '3163', '3285']",0.0
658,"['2015', '3163', '3304']",1.0
659,"['2015', '3163', '3308']",0.0
660,"['2015', '3163', '3314']",0.6666666666666666
661,"['2015', '3163', '3321']",1.0
662,"['2015', '3163', '3322']",0.0
663,"['2015', '3163', '3323']",0.717391304347826
664,"['2015', '3163', '3325']",0.0
665,"['2015', '3163', '3326']",1.0
666,"['2015', '3163', '3328']",1.0
667,"['2015', '3163', '3329']",0.0
668,"['2015', '3163', '3333']",1.0
669,"['2015', '3163', '3338']",1.0
670,"['2015', '3163', '3343']",0.0
671,"['2015', '3163', '3346']",1.0
672,"['2015', '3163', '3353']",0.8333333333333334
673,"['2015', '3163', '3355']",0.0
674,"['2015', '3163', '3366']",0.0
675,"['2015', '3163', '3371']",1.0
676,"['2015', '3163', '3376']",0.8888888888888888
677,"['2015', '3163', '3378']",1.0
678,"['2015', '3163', '3383']",1.0
679,"['2015', '3163', '3390']",0.7142857142857143
680,"['2015', '3163', '3393']",1.0
681,"['2015', '3163', '3397']",0.5882352941176471
682,"['2015', '3163', '3398']",0.0
683,"['2015', '3163', '3400']",1.0
684,"['2015', '3163', '3401']",1.0
